Character,Line,text_lemmatized,Season,Episode_Number,Dominant,compound,neg,neu,pos
Michael," Okay, then I want Pam back.  ","['want', 'pam']",5,23,Topic 1,0.296,0.0,0.556,0.444
Michael," Yes, she is.  At the Michael Scott Paper Company in it’s heyday.  ","['michael', 'scott', 'paper', 'company', 'heyday']",5,23,Topic 20,0.4019,0.0,0.803,0.197
Michael," You know, David.  I don’t care if Ryan murdered his entire family he is like a son to me.","['know', 'david', 'care', 'ryan', 'murder', 'entire', 'family', 'son']",5,23,Topic 19,0.0772,0.169,0.613,0.218
Michael," Our company is worth nothing.  That’s the difference between you and I.  Business isn’t about money to me, David.  If tomorrow my company goes under, I will just start another paper company.  And  then another and another and another.  I have no shortage of company names.","['company', 'worth', 'difference', 'business', 'money', 'david', 'tomorrow', 'company', 'go', 'start', 'paper', 'company', 'shortage', 'company', 'name']",5,23,Topic 20,0.3899,0.0,0.924,0.076
Michael, That’s one of ’em! Yes.  These are our demands.  This is what we want.  Our balls are in your court.  ,"['em', 'demand', 'want', 'ball', 'court']",5,23,Topic 30,0.5093,0.0,0.807,0.193
Michael, Yes! Can you believe it?  That’s what I’m talking about!  ,"['believe', 'talk']",5,23,Topic 38,0.508,0.0,0.733,0.267
Michael, There are certain defining moments in a person’s life.  The day he is born.  The day he grows hair.  The day he starts a business. And the day he sells that business back to Dunder Mifflin.  What have I learned from all of this?  It is far too early to tell.  I just know that I am flying high and I don’t even want to think about it.  I just want to enjoy it.    ,"['certain', 'define', 'moment', 'person', 'life', 'born', 'grows', 'hair', 'start', 'business', 'sell', 'business', 'dunder', 'mifflin', 'learn', 'far', 'early', 'tell', 'know', 'fly', 'high', 'want', 'want', 'enjoy']",5,23,Topic 21,0.7096,0.0,0.899,0.101
Michael," [whispering] It’s Michael Scott.  [applause; Michael jumps through sign] Hold it up.  Conference room, five minutes.    ","['whisper', 'michael', 'scott', 'applause', 'michael', 'jump', 'sign', 'hold', 'conference', 'room', 'minute']",5,24,Topic 13,0.4215,0.0,0.843,0.157
Michael," Well, I guess the first order of business is to welcome back me, and Pam and Ryan.  [scattered applause] And how about casual Friday again, huh?  Reinstituting casual Friday?  You all look great.  What I want to do right now is try something a little different.  I’m going to throw it out there, starting with this meeting.  I want you guys to run it.  I want you to say whatever you want,  take it away.  Your meeting.  ","['guess', 'order', 'business', 'welcome', 'pam', 'ryan', 'scatter', 'applause', 'casual', 'friday', 'reinstituting', 'casual', 'friday', 'look', 'great', 'want', 'try', 'little', 'different', 'go', 'throw', 'start', 'meeting', 'want', 'guy', 'run', 'want', 'want', 'away', 'meeting']",5,24,Topic 17,0.9447,0.0,0.76,0.24
Dwight, [after a few moments of silence]  Wh–what are you doing?,"['moment', 'silence', 'wh']",5,24,Topic 32,0.0,0.0,1.0,0.0
Michael," If there is something that you would like to say as a group, then by all means, you may say it to me right now.  ","['group', 'mean']",5,24,Topic 2,0.3612,0.0,0.906,0.094
Michael," Take it up with Toby.  What I want you to do, is I want you to look inward.  And I want you to reflect.  And I want you to say something different.  ","['toby', 'want', 'want', 'look', 'inward', 'want', 'reflect', 'want', 'different']",5,24,Topic 33,0.296,0.0,0.843,0.157
Michael," When I needed salespeople for my new paper company,  everyone here turned their back on me.  Am I going to ask them to beg for forgiveness?  No. Am I going to ask for big, crying apology? No.  Am I going to ask them to slit their wrists for me? No.  I just want a tiny, microscopic version of that.  ","['need', 'salesperson', 'new', 'paper', 'company', 'turn', 'go', 'ask', 'beg', 'forgiveness', 'go', 'ask', 'big', 'cry', 'apology', 'go', 'ask', 'slit', 'wrist', 'want', 'tiny', 'microscopic', 'version']",5,24,Topic 11,-0.2593,0.049,0.87,0.081
Michael," Not important. [everyone mutters] Okay, alright.  Yes. Yes, you have a job.  Frankly, you have a job because Ryan and Pam are starting with us as salesmen.  ","['important', 'mutter', 'job', 'frankly', 'job', 'ryan', 'pam', 'start', 'salesman']",5,24,Topic 36,0.7723,0.048,0.669,0.283
Michael," It’s going to work very smoothly, because Pam and Ryan are bringing over a ton of clients from Michael Scott Paper Company and–","['go', 'work', 'smoothly', 'pam', 'ryan', 'bring', 'ton', 'client', 'michael', 'scott', 'paper', 'company']",5,24,Topic 20,0.0,0.0,1.0,0.0
Dwight," Yeah , aren’t we getting those clients back?","['get', 'client']",5,24,Topic 11,0.296,0.0,0.761,0.239
Dwight, You were bought out.  So the company then bought out all of the stolen clients. ,"['bought', 'company', 'bought', 'steal', 'client']",5,24,Topic 20,-0.4939,0.186,0.814,0.0
Michael,"  Okay, Dwight.  Let me explain something to you.  I set the rules and you follow them.  Blindly. Okay?   And if you have a problem with that then you can talk to our complaint department.  It’s a trash can.    ","['dwight', 'explain', 'set', 'rule', 'follow', 'blindly', 'problem', 'talk', 'complaint', 'department', 'trash']",5,24,Topic 43,-0.2732,0.115,0.796,0.089
Angela, The man is wearing sandals.  I don’t need to see Oscar’s toes at work.  Gross!  I mean he looks like he just got off the boat.  ,"['man', 'wear', 'sandal', 'need', 'oscar', 'toe', 'work', 'gross', 'mean', 'look', 'boat']",5,24,Topic 5,-0.2244,0.113,0.803,0.084
Angela," Excuse me? Oh. You’re so educated, aren’t you Toby?  So trained to deal with a hysterical woman.  I don’t want to look at his feet.  [storms off] Do your job!  ","['excuse', 'educate', 'toby', 'train', 'deal', 'hysterical', 'woman', 'want', 'look', 'foot', 'storm', 'job']",5,24,Topic 33,0.2851,0.035,0.861,0.104
Michael," [hands Ryan a soda] There you are, my friend.  ","['hand', 'ryan', 'soda', 'friend']",5,24,Topic 29,0.4939,0.0,0.714,0.286
Dwight," Trust me, Stanley,  you’re going to want to read this memo very carefully.  ","['trust', 'stanley', 'go', 'want', 'read', 'memo', 'carefully']",5,24,Topic 37,0.659,0.0,0.61,0.39
Dwight," No, no.  This goes for all of you.  Believe me, you are going to want to heat my words.    ","['go', 'believe', 'go', 'want', 'heat', 'word']",5,24,Topic 36,0.0772,0.0,0.933,0.067
Dwight, When held over heat the invisible ink will reveal that everyone should meet at the warehouse immediately.  Do not ask me where I got the invisible ink.  Urine.  It was urine.    ,"['held', 'heat', 'invisible', 'ink', 'reveal', 'meet', 'warehouse', 'immediately', 'ask', 'invisible', 'ink', 'urine', 'urine']",5,24,Topic 45,0.0,0.0,1.0,0.0
Dwight," No, you idiot.  There is a code embedded in the memo.  Listen, you need to round up all the salesmen, except for Ryan and Pam, and get them down to the warehouse pronto.  ","['idiot', 'code', 'embed', 'memo', 'listen', 'need', 'round', 'salesman', 'ryan', 'pam', 'warehouse', 'pronto']",5,24,Topic 30,-0.5106,0.093,0.907,0.0
Dwight," Stop doing rhyming poetry.  Just tell them, please.  God, the simplest thing.    ","['stop', 'rhyme', 'poetry', 'tell', 'god', 'simplest']",5,24,Topic 42,0.296,0.141,0.577,0.282
Dwight," We’re in crisis mode here, do you understand?  The two unqualified so-called salespeople are being favored because they all failed together.  And frankly, I’m not convinced that Michael and Pam didn’t have a thing going while they were gone.  ","['crisis', 'mode', 'understand', 'unqualified', 'socalled', 'salesperson', 'favor', 'fail', 'frankly', 'convince', 'michael', 'pam', 'go', 'go']",5,24,Topic 14,-0.7819,0.204,0.737,0.059
Dwight," Her face is okay, but– Jesus!  What –what are you doing here?  ","['face', 'jesus']",5,24,Topic 16,0.2942,0.0,0.834,0.166
Dwight,  Get out!  We need to do something.  I’m thinking maybe a coup or we take Ryan hostage.  ,"['need', 'think', 'maybe', 'coup', 'ryan', 'hostage']",5,24,Topic 10,0.0,0.0,1.0,0.0
Dwight," No, I’m not saying we do those things.  I’m saying something like those things.  ","['say', 'thing', 'say', 'thing']",5,24,Topic 8,0.3612,0.0,0.839,0.161
Jim, Of course.  What is like a hostage?  ,"['course', 'hostage']",5,24,Topic 10,0.3612,0.0,0.706,0.294
Jim," Can I just say something?  I know that tempers are high, but I think the best way to handle this might be to just talk to Michael directly.  ","['know', 'temper', 'high', 'best', 'way', 'handle', 'talk', 'michael', 'directly']",5,24,Topic 23,0.7311,0.049,0.777,0.173
Dwight," Oh.  Well, that–that’s a great idea, Jim.  Oh, I totally see your point.  Okay, we’ll talk to Michael directly.  So uh,  meeting is over, I guess.  I’ll see everyone upstairs.  ","['great', 'idea', 'jim', 'totally', 'point', 'talk', 'michael', 'directly', 'meeting', 'guess', 'upstairs']",5,24,Topic 29,0.7964,0.0,0.769,0.231
Dwight," C’mon. [whispers]  Guys. Psst, listen.  Now is the time for action.  I’m talking action–  ","['cmon', 'whisper', 'guy', 'psst', 'listen', 'time', 'action', 'talk', 'action']",5,24,Topic 2,0.0,0.0,1.0,0.0
Michael, Michael Scott Paper Company only.  ,"['michael', 'scott', 'paper', 'company']",5,24,Topic 23,0.0,0.0,1.0,0.0
Jim," Yeah, I think you’re going to want to cool it with that ’cause it’s starting to upset the other salesmen.  ","['go', 'want', 'cool', 'cause', 'start', 'upset', 'salesman']",5,24,Topic 29,0.296,0.107,0.656,0.238
Michael,"  I will–no, no.  I’ll talk to them when they all get back from the bathroom.  ","['talk', 'bathroom']",5,24,Topic 27,0.0,0.0,1.0,0.0
Jim,"  This is awkward to talk about, but there may or may not be–but definitely is–a mutiny  forming in the warehouse right now.  ","['awkward', 'talk', 'definitely', 'mutiny', 'form', 'warehouse']",5,24,Topic 5,-0.4917,0.173,0.827,0.0
Michael," The old Michael Scott might have taken this, but not the new Michael Scott.  They are in for a bitter surprise.  I am not to be truffled with.    ","['old', 'michael', 'scott', 'take', 'new', 'michael', 'scott', 'bitter', 'surprise', 'truffled']",5,24,Topic 23,-0.2617,0.114,0.804,0.082
Michael," Six weeks ago, none of these people wanted to come with me.  You two were the only ones with the stones to follow.  ","['week', 'people', 'want', 'one', 'stone', 'follow']",5,24,Topic 29,0.0,0.0,1.0,0.0
Jim, That’s true.  That’s right.  Yeah.  ,['true'],5,24,Topic 27,0.6124,0.0,0.375,0.625
Michael," So since you guys already ate, you won’t be eating the stuff you brought with you for lunch, will you?  [walks into kitchen] Oh, wow, Stanley.  Is that egg salad?  Andy brought some salmon.  ","['guy', 'ate', 'eat', 'stuff', 'brought', 'lunch', 'walk', 'kitchen', 'wow', 'stanley', 'egg', 'salad', 'andy', 'brought', 'salmon']",5,24,Topic 46,0.6322,0.0,0.888,0.112
Michael," Dwight, is that a meat sandwich?  You guys hungry?","['dwight', 'meat', 'sandwich', 'guy', 'hungry']",5,24,Topic 46,0.0,0.0,1.0,0.0
Michael, I’m going to o have some of this meat sandwich.  ,"['go', 'meat', 'sandwich']",5,24,Topic 46,0.0,0.0,1.0,0.0
Michael, Mom. What kind of sauce is on your salmon?,"['mom', 'kind', 'sauce', 'salmon']",5,24,Topic 39,0.0,0.0,1.0,0.0
Michael,"  Mmm.  Thanks for going out, guys.","['mmm', 'thanks', 'go', 'guy']",5,24,Topic 44,0.4404,0.0,0.633,0.367
Jim, I’m just hiding out until all this stuff blows over.  With Creed. Playing chess. At work.  He’s winning.  I feel like I’m describing a dream I had.    ,"['hiding', 'stuff', 'blow', 'creed', 'play', 'chess', 'work', 'win', 'feel', 'describe', 'dream']",5,24,Topic 22,0.7579,0.065,0.649,0.286
Dwight," Whoa, whoa, whoa, whoa, whoa, whoa.  Give me the phone.  Give me the phone.","['whoa', 'whoa', 'whoa', 'whoa', 'whoa', 'whoa', 'phone', 'phone']",5,24,Topic 34,0.0,0.0,1.0,0.0
Dwight, Give me the phone.  Tell him Dwight Schrute wants to talk to him. ,"['phone', 'tell', 'dwight', 'schrute', 'want', 'talk']",5,24,Topic 12,0.0,0.0,1.0,0.0
Dwight,"  Hey, it’s Dwight here.  Give me the phone.  ","['dwight', 'phone']",5,24,Topic 12,0.0,0.0,1.0,0.0
Dwight," Dwight Schrute here.  Hey, don’t hang up.  ","['dwight', 'schrute', 'hang']",5,24,Topic 12,0.0,0.0,1.0,0.0
Dwight," I know times are tough right now,  and I laud your thriftiness. [tries to pull phone out of Ryan’s hand] Ryan!  ","['know', 'time', 'tough', 'laud', 'thriftiness', 'try', 'pull', 'phone', 'ryans', 'hand', 'ryan']",5,24,Topic 43,0.4574,0.063,0.792,0.146
Dwight, Ah! Mr. Bart!  Ugh! [slams phone down[ I cannot believe you lost that account.  He was my client for ten years!,"['bart', 'slam', 'phone', 'believe', 'lose', 'account', 'client', 'year']",5,24,Topic 7,-0.4599,0.159,0.762,0.079
Pam,"  You made him lose the account by screaming at him the entire time.  It’s okay, Ryan.","['lose', 'account', 'scream', 'entire', 'time', 'ryan']",5,24,Topic 43,-0.5267,0.262,0.644,0.094
Dwight,  And you’re a temp and I’m taking your phone.   I’m confiscating this.,"['temp', 'take', 'phone', 'confiscate']",5,24,Topic 35,0.0,0.0,1.0,0.0
Michael," Hey, hey guys.  You know what I want you to do?  Shake hands, get over it.  That was not a shake, Dwight.  ","['guy', 'know', 'want', 'shake', 'hand', 'shake', 'dwight']",5,24,Topic 1,0.0305,0.072,0.808,0.12
Dwight," We want our clients back or we quit, Michael.  ","['want', 'client', 'quit', 'michael']",5,24,Topic 23,0.0772,0.0,0.86,0.14
Dwight," No, we gotta be deadly serious.  We’ll start our own paper company.  The Schrute-Bernard-Lapin-Vance…Stanley Paper Company.  ","['get', 'deadly', 'start', 'paper', 'company', 'schrutebernardlapinvance', 'stanley', 'paper', 'company']",5,24,Topic 20,-0.0772,0.08,0.92,0.0
Michael," I love it.  I love this idea, and I fully support you.  As a matter of fact, I’m going to give you some seed money.  [throws money at Phyllis] There you go.  There’s some seed money for you.  And you can take it, no hard feelings.  But if you stay, I want an apology,  and I want a big one.","['love', 'love', 'idea', 'fully', 'support', 'matter', 'fact', 'go', 'seed', 'money', 'throw', 'money', 'phyllis', 'there', 'seed', 'money', 'hard', 'feeling', 'stay', 'want', 'apology', 'want', 'big']",5,24,Topic 29,0.8222,0.0,0.793,0.207
Michael," No matter how I look at this, I am in the wrong.  And I have looked at this thing, like a hundred different ways.  From my point of view, from their point of view…98 others.  And the bottom line, I am in the wrong.  I’m the bad guy.  ","['matter', 'look', 'wrong', 'look', 'different', 'way', 'point', 'view', 'point', 'view', 'line', 'wrong', 'guy']",5,24,Topic 49,-0.806,0.191,0.764,0.044
Michael, I need you to arrange a meeting between me and the sales staff without Ryan and Pam knowing.,"['need', 'arrange', 'meeting', 'sale', 'staff', 'ryan', 'pam', 'know']",5,24,Topic 43,0.0,0.0,1.0,0.0
Dwight, Gasp.  Are you talking about a secret meeting?,"['gasp', 'talk', 'secret', 'meeting']",5,24,Topic 1,0.0,0.0,1.0,0.0
Dwight, I don’t know that first things about secret meetings.   ,"['know', 'thing', 'secret', 'meeting']",5,24,Topic 1,0.0,0.0,1.0,0.0
Michael,  Get ’em there.  Get ’em there.,"['em', 'em']",5,24,Topic 30,0.0,0.0,1.0,0.0
Michael," So from the bottom of my heart to the top of my heart, I am sorry.  ","['heart', 'heart', 'sorry']",5,24,Topic 19,0.872,0.055,0.511,0.434
Michael," If we could just focus and go down the line, and everyone would say,  “apology accepted”, I think we would all feel better.  And then we can break out  my gift to you–complimentary white chocolate bark.","['focus', 'line', 'apology', 'accepted', 'feel', 'better', 'break', 'gift', 'complimentary', 'white', 'chocolate', 'bark']",5,24,Topic 34,0.7003,0.0,0.854,0.146
Michael, They wouldn’t make it unless people liked it.  ,"['people', 'like']",5,24,Topic 4,0.4215,0.0,0.714,0.286
Michael," Okay.  If I give you your clients back there won’t be enough clients for Ryan and Pam, and I promised both of them they were gonna be salespeople.","['client', 'client', 'ryan', 'pam', 'promise', 'salesperson']",5,24,Topic 11,0.5267,0.0,0.855,0.145
Michael," Fine, have your clients.  I can see that’s what you wanted all along.  [everyone mutters “okay”] However, I rescind my apology.  ","['fine', 'client', 'want', 'mutter', 'rescind', 'apology']",5,24,Topic 10,0.25,0.0,0.864,0.136
Pam, He can only keep one of us as a salesperson now.  He’ll make his decision by the end of the day.  ,"['salesperson', 'hell', 'decision', 'end']",5,24,Topic 11,0.0,0.0,1.0,0.0
Pam, Oh.  I think you should get it.  You’ve changed a lot and you’d be good at it.,['change'],5,24,Topic 3,0.4404,0.0,0.847,0.153
Michael, Jim. Can I talk to you for a minute?,"['jim', 'talk', 'minute']",5,24,Topic 13,0.0,0.0,1.0,0.0
Michael,  [puts Scrabble pieces on board] And Bingo was his name.  Let’s go.,"['put', 'scrabble', 'piece', 'board', 'bingo', 'let']",5,24,Topic 37,0.0,0.0,1.0,0.0
Michael, I need your help.  This whole Pam/Ryan debate is screwing with my head.,"['need', 'help', 'pamryan', 'debate', 'screw', 'head']",5,24,Topic 1,0.2023,0.122,0.705,0.173
Jim," I don’t want to be biased, but I am very close to Ryan.  You know that.  ","['want', 'bias', 'close', 'ryan', 'know']",5,24,Topic 7,-0.1027,0.093,0.838,0.069
Jim," Eh, she’s nice, I guess.  You know what?  Best thing to do, Pros and Cons list.","['eh', 'nice', 'guess', 'know', 'best', 'pro', 'con', 'list']",5,24,Topic 38,0.7906,0.0,0.667,0.333
Michael," Pro for Ryan, he went to business school, he’s my number one choice.  ","['pro', 'ryan', 'go', 'business', 'school', 'number', 'choice']",5,24,Topic 21,0.0772,0.0,0.902,0.098
Jim," Cons, Ryan.  He defrauded the company.  He has never made a sale.","['con', 'ryan', 'defraud', 'company', 'sale']",5,24,Topic 43,0.0,0.0,1.0,0.0
Jim,  You didn’t hear my pros.  Environmentally-conscious ’cause his mom drives him to work everyday.  ,"['hear', 'pro', 'environmentallyconscious', 'cause', 'mom', 'drive', 'work', 'everyday']",5,24,Topic 18,0.0,0.0,1.0,0.0
Michael,"  I like her.  I think that she is a fast learner.  Cons, she doesn’t always follow through.  Sh–New York and the whole art school thing.  And Roy.  She has a weird voice.","['fast', 'learner', 'con', 'follow', 'sh', 'new', 'york', 'art', 'school', 'roy', 'weird', 'voice']",5,24,Topic 13,0.2023,0.05,0.877,0.073
Michael, I don’t need to tell you that.   ,"['need', 'tell']",5,24,Topic 1,0.0,0.0,1.0,0.0
Jim,  I think she’d be a really good salesperson.,"['shed', 'salesperson']",5,24,Topic 11,0.4927,0.0,0.687,0.313
Michael,"  I don’t think you are being totally impartial though, because you haven’t said one bad thing about Pam.","['totally', 'impartial', 'say', 'pam']",5,24,Topic 14,-0.5423,0.171,0.829,0.0
Michael," Okay.  So be it, then you’ve lost credibility.  And I’m going to go with my guy, and that’s Ryan.","['lose', 'credibility', 'go', 'guy', 'ryan']",5,24,Topic 43,-0.1027,0.108,0.802,0.09
Jim,"  All right.  You’re right, sometimes when she’s tired, she can be a little bit shrill.  But that’s not a weird voice.  ","['tire', 'little', 'bit', 'shrill', 'weird', 'voice']",5,24,Topic 8,-0.0446,0.086,0.836,0.078
Michael," Ho-ho, man!  Wow. [in a high-pitched voice] Honey!  I want you to bring the garbage out.  ‘Cause I’m not going to have sex with you unless you bring out the garba–  ","['hoho', 'man', 'wow', 'highpitched', 'voice', 'honey', 'want', 'bring', 'garbage', 'cause', 'go', 'sex', 'bring', 'garba']",5,24,Topic 13,0.6892,0.0,0.836,0.164
Michael, I have a very difficult decision to make.  It’s like last week I was at the video store.  Do I rent Devil Wears Prada again? Or do I finally get around to seeing Sophie’s Choice?  It is what you would call a classic difficult decision.    ,"['difficult', 'decision', 'week', 'video', 'store', 'rent', 'devil', 'wear', 'prada', 'finally', 'see', 'sophies', 'choice', 'classic', 'difficult', 'decision']",5,24,Topic 22,-0.8202,0.188,0.766,0.047
Dwight," Listen up, Flenderson.  You’re being weak and ineffectual.  I’m cowboying this meeting, okay?  Here are the new rules.  Earth tones only.  Also, women are forbidden to wear pants.","['listen', 'flenderson', 'weak', 'ineffectual', 'cowboying', 'meeting', 'new', 'rule', 'earth', 'tone', 'woman', 'forbidden', 'wear', 'pant']",5,24,Topic 24,-0.7184,0.234,0.71,0.056
Michael,"  Pam, can you come in here, please?  Have a seat.  [clears throat] Well, there’s no easy way of saying this.  So I think I will just…drag it out.  Since the dawn of time there has been–","['pam', 'seat', 'clear', 'throat', 'there', 'easy', 'way', 'say', 'drag', 'dawn', 'time']",5,24,Topic 10,0.3169,0.06,0.798,0.142
Michael, I gave Ryan the sales job.  There just weren’t enough clients for the two of you.  So I had to–,"['give', 'ryan', 'sale', 'job', 'client']",5,24,Topic 43,0.0,0.0,1.0,0.0
Pam," Okay, I get it. [Michael laughs] Why are you giggling?  Is this a joke?  [Michael continues to laugh] Michael, is this– did I get the job?  ","['michael', 'laugh', 'giggle', 'joke', 'michael', 'continue', 'laugh', 'michael', 'job']",5,24,Topic 23,0.9176,0.0,0.601,0.399
Michael," No, you’re the best person for the job.  You’re going to be great.  ","['best', 'person', 'job', 'go', 'great']",5,24,Topic 31,0.8519,0.0,0.57,0.43
Pam," Oh, Michael, thank you.  Thank you.  ","['michael', 'thank', 'thank']",5,24,Topic 23,0.6124,0.0,0.444,0.556
Michael," You should have seen your face.  Oh man! Oh, that was classic.","['see', 'face', 'man', 'classic']",5,24,Topic 16,0.0,0.0,1.0,0.0
Pam,  Oh. [laughing] I really thought I didn’t get it.,"['laugh', 'thought']",5,24,Topic 32,0.4939,0.0,0.714,0.286
Pam, Yeah.  ‘Cause you said I didn’t,"['cause', 'say']",5,24,Topic 1,0.296,0.0,0.694,0.306
Michael," Oh, man.  That was really good.  That was really good.",['man'],5,24,Topic 26,0.7496,0.0,0.556,0.444
Michael," I don’t know, I offered him his temp job back.  We’ll see.  He was not happy at all when I offered him this job and then I told him he didn’t get the job, so–","['know', 'offer', 'temp', 'job', 'happy', 'offer', 'job', 'job']",5,24,Topic 36,-0.4585,0.081,0.919,0.0
Pam, Yeah.  Maybe you shouldn’t fake fire people anymore.  ,"['maybe', 'fake', 'people', 'anymore']",5,24,Topic 4,-0.5106,0.433,0.394,0.173
Michael," I don’t appreciate you telling me what to do.  So clean out your desk, you are through here.","['appreciate', 'tell', 'clean', 'desk']",5,24,Topic 39,0.7344,0.0,0.721,0.279
Pam, [opens door] Erin.  Michael wants to see you.,"['open', 'door', 'erin', 'michael', 'want']",5,24,Topic 7,0.0,0.0,1.0,0.0
Michael,"  This is very difficult to say, but no one here like you in the office and we are going to have to let you go.  [pick up phone] Hank, could you come up here please?  Hank is our security guard–","['difficult', 'office', 'go', 'pick', 'phone', 'hank', 'hank', 'security', 'guard']",5,24,Topic 40,0.6812,0.096,0.714,0.19
Michael, He will be ushering you out.  [starts laughing]  ,"['usher', 'start', 'laugh']",5,24,Topic 32,0.4939,0.0,0.686,0.314
Michael," No, I’m kidding.  No, you’re not–you’re not fired.  Yet.","['kid', 'fire']",5,24,Topic 15,0.5145,0.0,0.618,0.382
Dwight, [laughs hysterically] I got her!  ,"['laugh', 'hysterically']",5,25,Topic 32,0.5411,0.0,0.534,0.466
Pam," Not cool, Dwight. [Dwight continues laughing]","['cool', 'dwight', 'dwight', 'continue', 'laugh']",5,25,Topic 12,0.3045,0.214,0.437,0.349
Michael," [caught by camera crew dancing to “At the Car Wash”, but laughing] Oh, no. I still have the lease on the Michael Scott Paper Company, so occasionally I will sneak down here for a little coffee and dancing. I actually dance all the time. Tip-toeing around corporate – it is a ballet. When I am breaking all the rules, I am break dancing. And expresso.  ","['caught', 'camera', 'crew', 'dance', 'car', 'wash', 'laugh', 'lease', 'michael', 'scott', 'paper', 'company', 'occasionally', 'sneak', 'little', 'coffee', 'dance', 'actually', 'dance', 'time', 'tiptoe', 'corporate', 'ballet', 'break', 'rule', 'break', 'dance', 'expresso']",5,25,Topic 23,0.6486,0.0,0.937,0.063
Michael," Guys, I’m scared. I’m really scared. I think I’m growing into a giant. Because look at this normal sized coffee cup. Looks so tiny in my giant hand now. Anybody want to go to lunch with me later on?","['guy', 'scar', 'scar', 'grow', 'giant', 'look', 'normal', 'size', 'coffee', 'cup', 'look', 'tiny', 'giant', 'hand', 'anybody', 'want', 'lunch', 'later']",5,25,Topic 13,-0.2247,0.132,0.734,0.134
Pam," Oh, I can’t do lunch. I was just sending you an email. Jim and I need to leave early today to meet with our contractor. ","['lunch', 'send', 'email', 'jim', 'need', 'leave', 'early', 'today', 'meet', 'contractor']",5,25,Topic 37,-0.0516,0.048,0.952,0.0
Michael, What about the rest of you? [complete silence]  ,"['rest', 'complete', 'silence']",5,25,Topic 27,0.0,0.0,1.0,0.0
Michael," At Dunder-Mifflin there is a very strict no lunch with the boss policy and I don’t know who instituted it. I think it started right after my predecessor stepped down, but at the Michael Scott Paper Company I really enjoyed having lunch with Pam and Ryan everyday. So, rules be damned, I wanna have lunch with these people.  ","['dundermifflin', 'strict', 'lunch', 'bos', 'policy', 'know', 'institute', 'start', 'predecessor', 'step', 'michael', 'scott', 'paper', 'company', 'enjoy', 'lunch', 'pam', 'ryan', 'everyday', 'rule', 'damn', 'wan', 'lunch', 'people']",5,25,Topic 23,0.1902,0.079,0.846,0.075
Michael, Who else? Who else? Ryan?,['ryan'],5,25,Topic 43,0.0,0.0,1.0,0.0
Michael, Ok. Anyone? Anyone? At all? Accounting? I am accounting on you to go to lunch with me.,"['accounting', 'accounting', 'lunch']",5,25,Topic 43,0.0,0.0,1.0,0.0
Angela, No. I don’t want to stay late to have a two hour lunch.,"['want', 'stay', 'late', 'hour', 'lunch']",5,25,Topic 9,0.0772,0.0,0.902,0.098
Michael, Ugh! God! What happened to you people? [talking like a robot] We are just office drones. We are office drones. All we do is work… is work.  ,"['god', 'happen', 'people', 'talk', 'robot', 'office', 'drone', 'office', 'drone', 'work', 'work']",5,25,Topic 28,0.3365,0.088,0.75,0.162
Pam," If you don’t take out his battery, he just keeps going all day.  ","['battery', 'keep', 'go']",5,25,Topic 15,0.0,0.0,1.0,0.0
Pam," Oh, no. Your battery fell out.","['battery', 'fell']",5,25,Topic 15,0.0,0.0,1.0,0.0
Michael, [still talking like a robot] I… was just learning… to… love.  ,"['talk', 'robot', 'learn', 'love']",5,25,Topic 26,0.7717,0.0,0.573,0.427
Dwight," Erin, how many times do I have to tell you? It is not necessary for you to ask us how we are doing every time you interact with us.","['erin', 'time', 'tell', 'necessary', 'ask', 'time', 'interact']",5,25,Topic 7,0.0,0.0,1.0,0.0
Dwight," [sighs] Now, how can I help you?","['sigh', 'help']",5,25,Topic 33,0.4019,0.0,0.69,0.31
Dwight," Attention, office. Who here is planning a trip to Youngstown, Ohio? I will take your silence to mean that you are all hiding something. This location is the Superior Court – ","['attention', 'office', 'planning', 'trip', 'youngstown', 'ohio', 'silence', 'mean', 'hiding', 'location', 'superior', 'court']",5,25,Topic 15,0.3182,0.063,0.836,0.101
Pam, So someone is going to a court. Big deal.,"['go', 'court', 'big', 'deal']",5,25,Topic 11,0.0,0.0,1.0,0.0
Dwight," It is a big deal. Cause there’s only a handful of reasons why someone would ever go to a courthouse in Ohio and not be charged with a crime. To claim an inheritance from a deceased relative. To obtain a learner’s permit at age 14 and a half instead of 15. Erin, let me see your birth certificate.","['big', 'deal', 'cause', 'there', 'handful', 'reason', 'courthouse', 'ohio', 'charge', 'crime', 'claim', 'inheritance', 'decease', 'relative', 'obtain', 'learner', 'permit', 'age', 'half', 'instead', 'erin', 'birth', 'certificate']",5,25,Topic 7,-0.4419,0.057,0.917,0.026
Jim," So, it turns out it’s the closest place to get a marriage license without a 3 day waiting period.","['turn', 'closest', 'place', 'marriage', 'license', 'wait', 'period']",5,25,Topic 4,0.0,0.0,1.0,0.0
Jim," Ok. So, we’re going through all the wedding plans and, boy, it is complicated.","['go', 'wedding', 'plan', 'boy', 'complicate']",5,25,Topic 16,0.0,0.0,1.0,0.0
Jim, Very expensive. Cause you say you want a small wedding and that’s great but then you have to invite –,"['expensive', 'cause', 'want', 'small', 'wedding', 'great', 'invite']",5,25,Topic 16,0.5574,0.0,0.752,0.248
